Date,TimeOfDay,Crop_Stage,LAT,LON,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Rice_Crop_Variety,Season,Duration,Day_of_Tillering,Boron,Soil_Ph,Molybdenum,Chlorine,Nickel,Sulphur,Phosphorus,Potassium,Sodium,Nitrogen,Calcium,Zinc,Copper,Manganese,Iron,Water_Requirement,Radiation_Exposure,Magnesium,Leaf_Initiation_Plastochron,Leaf_Elongation,Radiation,Leaf_Expansion,Leaf_Length,Leaf_Width,Leaf_Count,Lower_Leaf_Length,Lower_Leaf_Width,Middle_Leaf_Length,Middle_Leaf_Width,Vegetation_Leaf_Area_Index,Vegetation_Chlorophyll_Content,Vegetation_Water_Stress_Index,Vegetation_Soil_Organic_Matter,Vegetation_Cloud_Cover,Vegetation_Temperature_Range,Soil_Sensitivity_Highly,Soil_Sensitivity_Moderate,Light_Intensity_Low,Light_Intensity_Moderate,Flood_Depth_Ideal,Humidity_Moderate,Humidity_High,Yield
2022-12-10,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Kharif,108,25,0.84,6.58,0.044,1.92,0.059,19.92,2.68,16.86,17.09,15.17,28.22,0.65,0.28,13.56,6.79,4.89,405,356,4,1.07,450.53,35,28,1.18,16,17,1.14,42,1.47,3.62,35,0.07,1.72,9,26,13,15,2,14,7,56,78,66.19
2022-12-09,evening,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Rabi,94,24,0.34,6.07,0.04,0.72,0.014,19.05,2.4,15.66,16.12,18.41,16.53,1.79,0.38,44.29,6.53,3.67,396,359,3,1.29,406.79,50,25,1.44,18,16,1.19,31,1.02,4.25,38,0.42,1.62,11,25,12,15,2,13,6,56,74,79.78
2022-12-09,afternoon,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Rabi,140,24,0.96,5.83,0.041,2.0,0.05,27.76,2.94,19.54,19.33,18.5,22.57,1.57,0.32,36.95,5.13,3.52,447,409,5,1.14,471.73,22,24,1.38,16,18,0.96,45,1.08,2.82,36,0.07,1.99,11,27,14,14,2,14,5,66,90,60.0
2022-12-09,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Rabi,97,24,0.99,5.57,0.024,0.91,0.018,21.1,2.64,18.57,19.03,15.15,17.99,0.66,0.27,46.73,5.33,3.64,300,341,4,1.36,368.52,41,36,1.28,12,21,0.84,34,1.42,3.43,40,0.08,1.81,1,26,12,16,0,12,7,54,84,83.96
2022-12-08,evening,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Kharif,104,23,0.61,6.48,0.035,0.6,0.087,27.07,2.17,17.51,17.31,18.5,22.79,1.36,0.39,39.81,9.99,2.95,328,340,4,1.41,437.44,24,44,1.05,16,17,0.9,39,1.16,3.72,39,0.36,1.51,2,27,13,14,0,13,5,70,88,41.72
2022-12-08,afternoon,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Rabi,137,23,0.36,6.49,0.016,1.41,0.016,22.44,2.1,16.81,18.76,16.79,25.27,1.11,0.39,41.79,4.41,4.75,317,405,3,1.35,369.42,46,43,1.3,13,20,1.18,33,1.35,3.96,39,0.24,1.87,20,30,12,15,0,13,8,58,82,57.75
2022-12-08,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Kharif,135,23,0.57,5.52,0.02,0.45,0.077,28.3,2.89,15.86,17.58,16.77,19.36,1.14,0.45,38.37,8.76,2.54,352,339,5,1.43,398.1,30,37,1.32,15,18,1.14,43,1.21,3.84,43,0.44,1.84,9,30,12,16,2,12,10,63,76,65.09
2022-12-07,evening,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Rabi,126,22,0.83,6.0,0.019,0.55,0.039,28.62,2.3,18.54,16.83,17.26,22.55,0.77,0.42,35.75,8.67,4.68,463,387,3,1.31,310.51,37,46,1.06,12,18,1.15,37,1.24,3.27,44,0.08,1.88,17,25,13,16,1,14,6,54,88,42.0
2022-12-07,afternoon,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Rabi,114,22,0.98,6.23,0.032,1.95,0.057,19.93,2.75,17.57,17.34,15.53,26.35,0.93,0.39,40.77,7.92,4.72,493,370,5,1.08,470.74,20,31,1.07,17,16,1.16,34,1.4,2.78,39,0.07,1.64,7,25,14,16,1,14,5,66,77,25.34
2022-12-07,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Kharif,127,22,0.6,5.89,0.012,1.65,0.03,22.0,2.36,19.81,18.16,16.61,20.58,0.51,0.28,41.74,5.85,2.89,382,311,3,1.36,464.99,43,35,1.16,15,15,1.15,43,1.37,4.31,39,0.17,1.57,0,27,12,15,2,12,10,65,85,40.02
2022-12-06,evening,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Rabi,99,21,0.78,5.85,0.018,1.53,0.033,18.19,2.02,17.22,17.89,16.05,26.3,1.78,0.4,41.59,9.8,3.4,359,324,3,1.25,318.85,32,44,1.45,13,25,0.94,43,1.21,2.95,41,0.05,1.97,1,25,13,16,0,14,7,63,83,6.54
2022-12-06,afternoon,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Kharif,119,21,0.9,6.46,0.032,1.04,0.034,19.67,2.06,19.09,17.33,17.69,26.69,1.23,0.3,17.54,8.6,2.79,348,367,4,1.41,458.31,23,24,1.39,17,24,1.18,35,1.4,3.99,40,0.17,1.61,9,30,12,14,2,13,6,54,86,46.11
2022-12-06,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Long,Kharif,137,21,0.75,6.63,0.034,0.31,0.081,28.93,2.74,15.02,19.91,18.14,16.4,1.89,0.33,34.85,8.56,4.17,358,370,5,1.01,331.54,38,43,1.4,15,25,0.94,41,1.28,3.65,43,0.13,1.72,17,29,14,14,2,14,9,52,78,71.19
2022-12-05,evening,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Kharif,108,32,0.38,6.62,0.02,1.73,0.017,29.33,2.31,18.36,17.04,19.86,19.36,0.97,0.43,37.74,5.54,2.79,386,437,5,1.35,449.34,36,47,1.23,16,22,1.17,38,1.5,4.22,43,0.03,1.79,20,27,14,15,1,13,6,65,76,2.85
2022-12-05,afternoon,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Long,Kharif,124,32,0.37,5.55,0.05,0.47,0.022,17.98,2.96,19.12,17.61,17.6,18.52,0.8,0.42,37.41,8.08,3.48,469,462,5,1.08,491.29,49,25,1.21,12,24,0.84,40,1.17,2.68,44,0.14,1.94,14,27,14,14,1,13,9,59,74,4.98
2022-12-05,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Kharif,127,32,0.61,6.75,0.014,1.43,0.094,24.93,2.28,16.02,16.42,18.23,29.87,0.78,0.48,48.59,6.13,4.84,483,410,4,1.37,384.27,30,44,1.48,12,21,1.03,41,1.2,3.76,41,0.37,1.66,6,30,14,16,0,12,6,57,81,39.09
2022-12-04,evening,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Kharif,130,31,0.61,5.98,0.038,0.41,0.012,21.11,2.52,16.43,17.45,17.33,17.99,0.75,0.4,41.47,4.89,3.64,388,393,5,1.46,375.14,35,50,1.39,17,23,1.02,42,1.11,3.79,45,0.29,1.73,16,25,12,15,0,14,10,60,83,32.08
2022-12-04,afternoon,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Long,Rabi,93,31,0.84,5.72,0.028,1.4,0.01,27.91,2.03,18.79,16.43,19.24,24.93,1.16,0.43,31.41,6.17,4.02,422,375,5,1.12,312.27,28,37,1.05,14,17,1.04,44,1.3,3.15,42,0.19,1.75,3,26,12,15,1,13,7,65,74,81.81
2022-12-04,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Long,Rabi,100,31,0.32,6.93,0.046,1.07,0.039,23.14,2.49,19.7,18.28,16.46,16.1,1.18,0.4,13.64,9.72,3.85,489,358,5,1.17,353.83,27,36,1.3,16,20,1.06,43,1.16,3.97,35,0.47,1.52,6,26,12,15,2,14,7,54,79,4.65
2022-12-03,evening,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Kharif,140,30,0.99,6.73,0.047,1.99,0.035,23.52,2.06,16.71,15.85,15.79,17.33,1.9,0.33,13.7,8.05,2.59,496,360,5,1.03,368.85,46,31,1.27,17,24,1.17,48,1.03,3.25,42,0.37,1.92,6,30,12,16,0,12,5,60,73,34.3
2022-12-03,afternoon,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Long,Kharif,113,30,0.43,6.77,0.049,0.41,0.026,15.65,2.61,16.15,15.95,17.56,26.75,1.12,0.32,10.1,7.22,3.93,334,321,4,1.19,431.98,33,37,1.01,14,20,0.94,44,1.42,2.82,37,0.05,1.6,2,26,13,16,2,14,9,56,74,84.31
2022-12-03,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Rabi,125,30,0.53,5.84,0.038,1.93,0.077,29.79,2.94,16.97,15.07,15.64,20.19,0.57,0.34,47.06,4.77,2.55,457,397,5,1.15,408.61,40,41,1.42,15,25,0.88,43,1.42,3.79,35,0.22,1.74,7,25,13,14,1,13,5,53,90,18.5
2022-12-02,evening,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Long,Kharif,95,29,0.75,6.08,0.016,0.59,0.045,25.71,2.67,18.2,16.61,17.48,21.48,0.55,0.48,41.57,5.49,3.85,500,301,5,1.48,447.2,30,49,1.37,15,24,1.15,48,1.02,4.4,37,0.33,1.66,19,27,14,15,1,12,5,53,77,60.58
2022-12-02,afternoon,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Rabi,135,29,0.85,6.4,0.042,1.33,0.032,29.75,2.45,16.49,19.02,18.84,19.35,1.26,0.37,19.26,4.16,4.58,328,376,3,1.39,333.87,35,36,1.1,14,17,0.91,32,1.32,4.12,41,0.13,1.91,5,29,12,14,0,12,6,61,87,31.93
2022-12-02,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Short,Kharif,115,29,0.94,6.44,0.029,1.39,0.089,24.17,2.46,17.83,17.34,15.57,16.88,1.15,0.46,31.09,8.96,4.14,448,391,3,1.31,356.58,30,42,1.0,15,17,0.96,39,1.41,4.08,41,0.28,1.52,12,30,14,14,2,12,8,55,74,30.39
2022-12-01,evening,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Kharif,99,28,0.69,5.59,0.011,1.6,0.058,23.73,2.45,18.49,15.86,18.52,28.47,0.81,0.25,13.51,9.09,3.01,352,362,4,1.08,415.67,24,23,1.36,18,19,0.86,40,1.23,2.65,44,0.22,1.99,13,29,13,16,1,14,9,67,84,29.46
2022-12-01,afternoon,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Long,Rabi,125,28,0.89,6.72,0.033,0.54,0.044,29.14,2.09,18.69,17.44,17.26,21.49,1.58,0.33,24.94,6.5,4.12,344,405,3,1.42,477.03,28,29,1.23,14,22,1.13,36,1.15,3.34,43,0.17,1.77,15,27,12,14,0,13,10,61,87,68.26
2022-12-01,morning,Tillering,13.25,75.25,23.79,23.53,77.12,1.02,18.91,0.72,41.21,1.21,Medium,Kharif,139,28,0.47,6.69,0.036,1.63,0.015,26.18,2.26,19.26,15.8,18.72,16.9,1.91,0.45,43.24,4.58,3.45,467,463,4,1.31,307.02,43,21,1.02,17,22,0.81,41,1.14,3.87,41,0.42,1.54,17,29,13,15,1,12,8,54,82,69.59
2022-11-30,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Kharif,132,27,0.79,6.3,0.038,0.77,0.034,22.38,2.37,18.03,18.31,15.2,25.71,1.08,0.29,18.75,9.35,3.6,450,475,3,1.09,440.32,50,20,1.05,17,24,1.02,38,1.43,4.49,42,0.22,1.97,20,26,13,15,0,13,10,67,83,98.56
2022-11-30,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Kharif,118,27,0.87,5.85,0.011,0.7,0.017,16.58,2.84,17.6,15.64,18.11,23.65,1.19,0.49,41.18,4.12,3.71,377,394,3,1.15,335.2,27,24,1.44,15,20,1.1,34,1.24,4.15,39,0.2,1.88,12,25,13,15,2,13,7,65,75,67.08
2022-11-30,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Kharif,91,27,0.78,6.97,0.035,1.59,0.034,19.19,2.4,17.91,19.15,16.27,18.42,1.01,0.4,13.29,4.26,4.08,336,330,4,1.13,323.47,22,20,1.39,13,20,1.03,44,1.03,3.41,35,0.31,1.59,13,29,13,14,1,13,6,61,78,97.7
2022-11-29,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Short,Rabi,102,26,0.55,5.62,0.024,1.78,0.037,27.83,2.93,19.14,19.97,15.31,16.0,1.9,0.28,23.31,4.83,2.83,438,381,5,1.21,410.97,45,24,1.06,17,22,0.93,46,1.19,2.94,45,0.08,1.62,0,27,12,16,2,12,6,68,72,69.18
2022-11-29,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Rabi,105,26,0.32,6.35,0.019,0.29,0.074,19.82,2.79,18.03,18.27,17.27,23.08,1.64,0.26,10.39,8.66,3.2,412,482,5,1.0,419.99,48,38,1.49,13,25,0.89,39,1.22,2.83,35,0.46,1.75,20,26,12,14,2,14,5,68,75,53.78
2022-11-29,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Rabi,116,26,0.7,6.57,0.045,1.16,0.026,17.89,2.59,18.99,16.27,16.99,25.76,0.75,0.28,49.44,9.06,3.41,342,487,5,1.47,457.64,32,31,1.23,15,25,1.14,37,1.38,3.08,37,0.4,1.51,16,25,12,14,0,13,6,60,85,22.94
2022-11-28,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Short,Kharif,120,25,0.57,6.19,0.046,0.63,0.079,27.23,2.98,17.36,19.22,18.63,29.4,1.64,0.37,15.17,8.02,4.05,457,358,4,1.05,432.12,30,23,1.33,12,20,0.94,31,1.12,3.76,40,0.25,1.57,0,27,13,15,2,14,10,54,80,53.89
2022-11-28,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Short,Rabi,122,25,0.58,5.95,0.032,1.3,0.023,27.5,2.22,15.9,15.18,15.06,15.64,0.75,0.48,20.06,6.58,4.22,433,379,3,1.34,350.85,26,49,1.34,15,17,1.06,33,1.03,3.51,40,0.12,1.77,11,27,12,14,2,12,6,64,89,24.86
2022-11-28,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Kharif,121,25,0.32,5.67,0.012,1.64,0.056,22.04,2.15,18.13,17.82,17.27,19.17,0.6,0.33,39.19,5.13,2.98,397,447,5,1.28,312.94,21,50,1.15,13,21,1.18,36,1.09,2.66,45,0.26,1.93,4,28,13,15,0,14,8,70,79,5.86
2022-11-27,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Kharif,109,24,0.38,6.14,0.019,0.7,0.082,23.5,2.2,15.72,19.39,19.63,29.49,0.52,0.43,14.46,6.59,3.93,405,417,5,1.34,386.01,25,45,1.27,16,18,1.14,49,1.45,2.56,40,0.44,1.8,0,28,13,16,1,12,5,63,82,99.61
2022-11-27,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Kharif,127,24,0.41,5.7,0.026,0.34,0.076,15.74,2.03,19.35,15.91,16.4,25.02,1.37,0.28,24.11,8.99,4.67,359,304,4,1.4,452.11,36,21,1.04,15,25,0.95,49,1.27,2.88,37,0.2,1.58,13,26,13,15,0,12,8,52,73,29.09
2022-11-27,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Short,Rabi,108,24,0.68,6.6,0.021,1.93,0.062,19.75,2.17,19.29,19.8,16.1,20.11,1.59,0.39,19.13,9.44,4.14,450,377,3,1.32,346.86,22,34,1.47,18,18,0.82,42,1.27,3.49,36,0.4,1.97,14,28,13,16,0,14,9,59,71,8.99
2022-11-26,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Kharif,115,23,0.54,6.49,0.035,0.21,0.077,22.64,2.94,16.97,19.67,19.36,19.18,0.7,0.24,16.1,9.44,3.04,367,373,3,1.41,480.52,50,25,1.28,18,22,1.14,45,1.25,3.79,36,0.21,1.6,6,27,14,16,0,14,10,66,85,95.5
2022-11-26,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Kharif,104,23,0.36,6.57,0.032,1.24,0.05,16.02,2.74,16.51,18.89,19.74,25.74,1.59,0.23,46.47,9.8,3.09,489,423,5,1.03,418.67,34,23,1.35,18,25,0.98,32,1.45,2.65,42,0.39,1.98,19,26,14,16,0,14,9,69,86,49.5
2022-11-26,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Short,Rabi,101,23,0.65,6.5,0.018,1.92,0.017,28.32,2.25,17.68,17.29,16.35,26.74,1.57,0.39,32.7,8.12,3.54,380,413,3,1.04,331.22,46,39,1.13,14,23,0.9,50,1.18,2.82,40,0.39,1.55,17,25,13,15,0,13,6,59,79,65.8
2022-11-25,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Rabi,108,22,0.74,5.85,0.047,0.24,0.037,19.26,2.78,19.53,17.42,15.26,18.38,1.1,0.22,29.87,6.45,4.99,388,383,4,1.15,314.31,31,47,1.19,18,17,1.08,38,1.2,3.7,38,0.03,1.76,14,26,14,15,2,14,10,50,79,83.93
2022-11-25,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Kharif,106,22,0.38,6.39,0.018,1.65,0.063,17.27,2.15,15.86,15.53,19.79,28.39,0.9,0.35,17.9,5.29,2.75,363,340,4,1.0,413.35,40,27,1.48,17,22,0.88,32,1.44,3.18,39,0.24,1.97,19,30,12,14,2,14,6,53,88,90.36
2022-11-25,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Rabi,109,22,0.64,6.19,0.039,0.94,0.087,23.48,2.71,17.74,17.01,17.78,20.73,1.54,0.31,21.25,5.46,4.97,335,369,3,1.44,316.43,23,23,1.49,18,22,1.2,41,1.48,3.44,36,0.2,1.95,3,29,13,14,2,13,6,69,76,19.27
2022-11-24,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Kharif,124,21,0.76,6.9,0.024,1.05,0.094,23.67,2.5,18.9,15.26,18.7,27.33,1.1,0.27,20.87,8.3,3.92,349,432,4,1.47,435.23,41,27,1.07,18,21,1.15,30,1.07,2.91,36,0.37,1.96,4,30,14,16,2,12,7,51,75,21.61
2022-11-24,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Short,Kharif,95,21,0.63,6.43,0.035,1.58,0.081,18.68,2.92,19.97,16.59,17.49,24.49,0.51,0.25,46.8,4.79,3.07,387,441,4,1.22,343.08,34,33,1.29,16,15,1.03,45,1.42,2.71,42,0.13,1.83,7,30,14,16,0,12,5,55,73,71.83
2022-11-24,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Rabi,126,21,0.55,5.65,0.035,0.89,0.088,18.91,2.85,19.97,15.81,19.14,26.34,0.72,0.21,24.63,7.02,2.54,419,374,4,1.22,363.26,37,34,1.38,17,25,0.97,44,1.33,4.24,43,0.43,1.7,19,27,12,16,0,13,10,51,82,84.63
2022-11-23,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Short,Rabi,130,32,0.76,6.75,0.017,0.74,0.088,19.8,2.53,16.85,18.41,17.9,19.12,0.81,0.22,36.89,7.33,3.89,425,444,5,1.35,418.07,32,38,1.43,12,21,1.2,42,1.41,2.71,38,0.04,1.94,16,30,13,15,1,13,9,64,89,4.34
2022-11-23,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Kharif,112,32,0.74,6.01,0.019,1.39,0.074,26.4,2.93,18.98,16.18,16.07,15.28,1.54,0.37,33.08,6.79,3.02,382,341,3,1.22,437.33,34,35,1.25,14,22,0.98,32,1.08,2.93,42,0.48,1.68,14,29,14,15,0,12,6,63,90,67.32
2022-11-23,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Rabi,136,32,0.53,5.8,0.037,1.56,0.043,24.71,2.33,17.15,15.7,18.59,20.27,1.8,0.32,13.93,7.9,3.95,484,364,4,1.46,341.47,35,50,1.31,15,21,0.92,30,1.49,3.4,40,0.42,1.94,14,25,14,16,0,13,10,66,86,6.56
2022-11-22,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Kharif,103,31,0.76,5.84,0.024,1.5,0.013,21.03,2.72,17.85,16.49,17.69,15.31,1.29,0.29,12.7,6.19,4.31,356,352,3,1.39,365.44,32,33,1.43,15,18,0.95,48,1.26,3.52,42,0.08,1.64,2,25,13,14,0,13,9,60,89,7.37
2022-11-22,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Kharif,138,31,0.67,6.98,0.042,0.83,0.018,25.44,2.86,16.74,16.65,17.66,17.84,0.79,0.46,20.9,8.08,4.08,422,397,3,1.38,447.64,26,27,1.46,18,21,0.83,48,1.42,4.15,37,0.08,1.77,9,30,12,14,0,13,7,57,84,28.04
2022-11-22,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Rabi,106,31,0.5,6.33,0.046,1.44,0.034,24.25,2.55,18.54,18.84,16.65,20.21,0.77,0.48,16.43,4.69,4.18,322,438,3,1.02,425.15,29,36,1.17,17,18,0.85,41,1.3,2.99,35,0.33,1.59,6,25,12,16,0,13,8,65,82,1.89
2022-11-21,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Kharif,107,30,0.72,6.71,0.025,1.07,0.015,29.93,2.88,15.24,16.98,17.75,18.74,1.98,0.31,24.25,8.97,4.99,387,472,3,1.21,354.92,31,34,1.32,15,17,1.03,32,1.12,2.58,41,0.19,1.59,2,26,14,16,1,13,6,60,73,85.18
2022-11-21,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Kharif,111,30,0.37,5.52,0.012,1.03,0.043,16.36,2.04,16.15,19.94,18.21,28.0,1.46,0.33,44.72,9.03,4.16,436,457,5,1.37,382.79,44,25,1.23,17,15,1.04,42,1.02,2.89,38,0.12,1.64,17,28,13,14,1,13,8,52,78,32.87
2022-11-21,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Kharif,101,30,0.72,5.61,0.031,0.93,0.074,15.98,2.72,18.12,18.33,19.56,19.92,0.89,0.29,31.63,7.44,4.29,494,378,3,1.41,387.24,45,50,1.03,12,24,0.93,48,1.2,4.07,42,0.43,1.88,17,26,12,16,0,13,9,50,70,62.17
2022-11-20,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Rabi,102,29,0.7,6.07,0.02,0.3,0.082,17.58,2.63,19.18,15.47,15.07,21.8,1.24,0.49,10.35,4.07,4.9,481,431,4,1.37,485.89,33,50,1.05,13,19,0.94,37,1.23,3.73,41,0.33,1.57,17,27,14,16,0,12,9,56,87,48.92
2022-11-20,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Short,Rabi,133,29,0.67,5.58,0.012,0.67,0.045,15.36,2.57,15.68,16.3,17.04,28.63,0.99,0.27,37.36,7.94,2.88,460,405,5,1.13,313.38,43,31,1.41,13,16,1.15,48,1.16,3.44,37,0.03,1.78,3,25,14,15,2,12,10,59,75,77.38
2022-11-20,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Kharif,90,29,0.76,5.52,0.043,1.86,0.026,18.97,2.91,18.68,17.43,19.74,27.62,2.0,0.29,33.11,9.13,3.83,470,490,5,1.13,310.74,48,39,1.16,15,22,0.88,33,1.32,4.23,37,0.47,1.94,13,28,12,14,2,13,6,56,90,67.1
2022-11-19,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Rabi,128,28,0.86,6.58,0.023,0.51,0.017,26.79,2.49,17.16,18.07,17.36,26.66,1.76,0.41,30.23,7.96,3.39,341,470,4,1.09,364.77,20,26,1.25,13,17,0.99,33,1.0,3.48,35,0.05,1.88,9,25,12,15,1,13,5,58,74,27.41
2022-11-19,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Rabi,126,28,0.93,5.73,0.03,1.56,0.025,21.15,2.44,16.39,17.7,19.46,24.99,1.78,0.45,19.18,4.75,3.22,470,429,5,1.43,460.09,43,21,1.48,14,19,0.97,42,1.05,4.01,44,0.31,1.87,7,29,13,16,2,12,8,69,76,0.25
2022-11-19,morning,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Medium,Rabi,136,28,0.89,6.02,0.018,1.2,0.061,18.68,2.72,18.77,18.55,16.09,28.99,1.3,0.29,15.27,7.65,2.98,415,318,5,1.14,386.44,28,38,1.48,15,21,0.94,44,1.38,3.56,38,0.02,1.67,13,28,14,16,1,12,6,50,76,51.64
2022-11-18,evening,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Short,Kharif,115,27,0.44,6.93,0.03,0.26,0.032,27.94,2.17,19.22,17.49,15.42,25.27,1.78,0.4,12.8,4.14,3.57,348,319,3,1.46,481.97,25,26,1.09,18,16,1.06,46,1.08,4.47,45,0.23,1.76,18,27,12,15,2,12,8,69,77,18.9
2022-11-18,afternoon,Tillering,13.25,75.25,23.96,23.71,79.78,0.88,19.74,0.8,60.38,1.5,Long,Rabi,93,27,0.95,6.71,0.02,1.84,0.05,21.01,2.81,19.66,16.13,18.8,18.73,0.55,0.4,31.89,7.05,3.91,454,384,4,1.41,382.31,39,28,1.22,16,17,1.17,40,1.25,2.97,41,0.04,1.79,9,27,12,14,2,13,8,67,85,69.79
